"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"842","@AhaleBaldwin @Wimbsdom @sixers We can only handle one championship a year, beating the Pats in the Super Bowl and‚Ä¶ https://t.co/RKSoHACkF7",FALSE,0,"AhaleBaldwin",2018-05-06 19:44:38,TRUE,"993208852052172800","993214978269335552","157564522","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","drew_callaghan",0,FALSE,FALSE,NA,NA
"843","RT @RealBillRussell: Good game between #BOSvsPHI but in OT my $$ is on #Boston 
GO @celtics  @NBA  @sixers are playing great though",FALSE,0,NA,2018-05-06 19:44:37,FALSE,NA,"993214975274639360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ThaEndOfDaBench",209,TRUE,FALSE,NA,NA
"844","@solystweets @sixers My bro‚Äôs on rn",FALSE,0,"solystweets",2018-05-06 19:44:35,FALSE,"993214886439157760","993214965355106304","902629385701875717","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Aidan_LG",0,FALSE,FALSE,NA,NA
"845","RT @NBA: Ben Simmons dishes &amp; Joel Embiid DELIVERS! Ì†ΩÌ±ÄÌ†ΩÌ¥®Ì†ΩÌ∏§

12 straight points for the @sixers!

#PhilaUnite https://t.co/gCCVNEtJ54",FALSE,0,NA,2018-05-06 19:44:29,FALSE,NA,"993214940747091970",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Jharold74",3763,TRUE,FALSE,NA,NA
"846","@Aidan_LG @sixers Turning the Xbox on rn",FALSE,0,"Aidan_LG",2018-05-06 19:44:16,FALSE,"993214700077895682","993214886439157760","3348929955","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","solystweets",0,FALSE,FALSE,NA,NA
"847","@Aidan_LG @sixers Come let‚Äôs go",FALSE,0,"Aidan_LG",2018-05-06 19:43:51,FALSE,"993214700077895682","993214783137738753","3348929955","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","solystweets",0,FALSE,FALSE,NA,NA
"848","RT @60Mins: Australian-born basketball rookie Ben Simmons is the NBA‚Äôs hottest property right now. Raised in Melbourne, Simmons now calls P‚Ä¶",FALSE,0,NA,2018-05-06 19:43:50,FALSE,NA,"993214774799355905",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","McClellan_Ben",6,TRUE,FALSE,NA,NA
"849","@sixers  https://t.co/DJw6m3feCf",FALSE,2,"sixers",2018-05-06 19:43:44,FALSE,"992888524042113024","993214753001672704","16201775","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alexsubers",0,FALSE,FALSE,NA,NA
"850","@solystweets @sixers Play me in 2K Raptors vs 76ers ez win for us",FALSE,0,"solystweets",2018-05-06 19:43:32,FALSE,"993214357864681472","993214700077895682","902629385701875717","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Aidan_LG",0,FALSE,FALSE,NA,NA
"851","RT @DatelineNBC: He had a dream that a helicopter was going to pick him up when he got out of prison. Go inside @MeekMill‚Äôs chopper ride fr‚Ä¶",FALSE,0,NA,2018-05-06 19:42:33,FALSE,NA,"993214454639878144",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","G_SAVAGE213",379,TRUE,FALSE,NA,NA
"852","@Aidan_LG @sixers #imyourrealdad",FALSE,0,"Aidan_LG",2018-05-06 19:42:10,FALSE,"993214134933184512","993214357864681472","3348929955","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","solystweets",0,FALSE,FALSE,NA,NA
"853","@camashta4 @sixers I know and that‚Äôs what makes this situation even worse. We need to bring in LeBron and Paul Geor‚Ä¶ https://t.co/jQqCKIDStx",FALSE,1,"camashta4",2018-05-06 19:42:03,TRUE,"993128199327485952","993214329385299973","4334447655","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RobBase55",0,FALSE,FALSE,NA,NA
"854","RT @NBA: Ben Simmons dishes &amp; Joel Embiid DELIVERS! Ì†ΩÌ±ÄÌ†ΩÌ¥®Ì†ΩÌ∏§

12 straight points for the @sixers!

#PhilaUnite https://t.co/gCCVNEtJ54",FALSE,0,NA,2018-05-06 19:41:29,FALSE,NA,"993214184509845504",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EddyZeus__",3763,TRUE,FALSE,NA,NA
"855","@solystweets @sixers #bensimmonsisnotarookie",FALSE,0,"solystweets",2018-05-06 19:41:17,FALSE,"993213987830599681","993214134933184512","902629385701875717","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Aidan_LG",0,FALSE,FALSE,NA,NA
"856","RT @sixers: Philadelphia @Eagles quarterback and Super Bowl 52 MVP @NickFoles ringing us in! Ì†ΩÌªéÌ†ΩÌ¥® https://t.co/2HFLtX9BgN",FALSE,0,NA,2018-05-06 19:41:06,FALSE,NA,"993214086979694592",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","angelmwilson26",997,TRUE,FALSE,NA,NA
